Q#,DF ref,DF ref #,Level,Calculator,Question (raw),Answer (raw),Wrong1 (raw),Wrong 2 (raw),Worked Answer (raw),Hint,Question (notated),Answer (notated),Wrong1 (notated),Wrong 2 (notated),Worked Answer (notated),Diagram Type,Diagram Params
1434,184a,184,1,No,Find the area.,50 cm²,100 cm²,30 cm²,Area = 0.5×(8+12)×5=50cm².,"Add the two parallel sides, halve the total, then multiply by the height.",,,,,,trapezium_area,shape=trapezium;a=8cm;b=12cm;height=5cm
1435,184a,184,2,Yes,Find the area.,32 cm²,64 cm²,19 cm²,Area = 0.5×(6.5+9.5)×4=0.5×16×4=32cm².,"Add the two parallel sides, halve the total, then multiply by the height.",,,,,,trapezium_area,shape=trapezium;a=6.5cm;b=9.5cm;height=4cm
1438,184b,184,1,Yes,Find x.,12cm,18cm,3cm,"0.5×(6+x)×5=45. 2.5×(6+x)=45, so 6+x=18, x=12cm.","Substitute the known values into the area formula, then solve the equation for x.",,,,,,trapezium_area,shape=trapezium;a=6cm;b=x;height=5cm;caption=Area = 45cm²
1439,184b,184,3,Yes,Find both parallel sides.,7cm and 14cm,3.5cm and 7cm,5.25cm and 10.5cm,"Let the shorter side be a, longer=2a. 0.5×(a+2a)×8=84, 12a=84, a=7cm. Sides: 7cm and 14cm.","Write both parallel sides in terms of one unknown, substitute into the area formula, then solve.",,,,,,trapezium_area,shape=trapezium;a=a;b=2a;height=8cm;caption=Area = 84cm²
1441,184c,184,1,Yes,This trapezium patio costs £28/m² to pave. Find the cost.,£896,£560,£1792,Area=0.5×(6+10)×4=32m². Cost=32×28=£896.,"Find the trapezium's area first, then multiply by the cost per square metre.",,,,,,trapezium_area,shape=trapezium;a=6m;b=10m;height=4m
1443,184d,184,2,Yes,This trapezium has the same area as a 7cm by 6cm rectangle. Find its height.,6cm,3cm,8.4cm,"Rectangle's area=7×6=42cm². 0.5×(5+9)×h=42, 7h=42, h=6cm.","Find the other shape's area first, set it equal to the trapezium's area formula, then solve for the unknown.",,,,,,trapezium_area,shape=trapezium;a=5cm;b=9cm;height=x;caption=Area = 42cm²
1446,184e,184,2,Yes,Find the total area.,47.5 cm²,55 cm²,40 cm²,Rectangle: 8×5=40cm². Triangle: 0.5×3×5=7.5cm². Total: 40+7.5=47.5cm².,"Split the shape into a rectangle and a triangle, find each area, then add them.",,,,,,trapezium_area,shape=trapezium;a=8cm;b=11cm;height=5cm;split=8cm:3cm
1447,184e,184,3,Yes,Find the base of the triangle part.,3cm,1.5cm,6cm,"Triangle's area: 63-54=9cm² (rectangle=9×6=54cm²). 0.5×base×6=9, base=3cm.","Subtract the rectangle's area from the total to find the triangle's area, then use the triangle area formula to find the base.",,,,,,trapezium_area,shape=trapezium;a=9cm;height=6cm;caption=Area = 63cm²;split=9cm:x
1987,225a,225,1,No,Share £40 in the ratio 3:5.,£15 and £25,£20 and £20,£24 and £16,"3+5=8 parts. £40÷8=£5 per part. Shares: 3×£5=£15, 5×£5=£25.","Find the total number of parts, then divide to find the value of one part.",,,,,,bar_model,total=40;parts=3:3|5:5;caption=Total = £40
1990,225b,225,1,No,Share £72 in the ratio 2:3:4.,"£16, £24 and £32",£24 each,"£8, £24, £40","2+3+4=9 parts. £72÷9=£8 per part. Shares: 2×£8=£16, 3×£8=£24, 4×£8=£32.","Add the ratio parts together first, then divide the total by that number.",,,,,,bar_model,total=72;parts=2:2|3:3|4:4;caption=Total = £72
1993,225c,225,2,No,The ratio is 3:7. Find the larger share.,£105,£45,£50,3+7=10 parts. £150÷10=£15 per part. Larger share = 7×£15=£105.,"Find the value of one part, then multiply by the larger ratio number.",,,,,,bar_model,total=150;parts=3:x|7:x;caption=Total = £150
1996,225d,225,2,No,The ratio is 2:5. The smaller share is £18.,£63,£90,£45,One part = £18÷2=£9. Total = 9×(2+5)=£63.,"Find the value of one part first, then multiply by the total number of parts.",,,,,,bar_model,parts=2:£18|5:x;caption=Find the total
1997,225d,225,2,No,The ratio is 3:4. One share is £21. Find the other share.,£28,£21,£7,One part = £21÷3=£7. Other share = 4×£7=£28.,"Find the value of one part first, then multiply by the other ratio number.",,,,,,bar_model,parts=3:£21|4:x
2000,225e,225,3,Yes,The ratio is 3:5. The difference between the two shares is £16. Find the total.,£64,£48,£80,"Difference = 5-3=2 parts = £16, so 1 part=£8. Total = 8×(3+5)=£64.",The difference in ratio parts equals the given difference — find one part from that first.,,,,,,bar_model,mode=compare;bars=3:|5:;diffLabel=£16
2001,225e,225,3,Yes,The ratio is 2:7. The difference between the shares is £45. Find the smaller share.,£18,£45,£9,"Difference = 7-2=5 parts = £45, so 1 part=£9. Smaller share = 2×£9=£18.",The difference in ratio parts equals the given difference — find one part from that first.,,,,,,bar_model,mode=compare;bars=2:|7:;diffLabel=£45
2004,225f,225,2,Yes,Squash:water = 1:4 in 20L. Squash costs £3.60/L. Find its cost.,£14.40,£3.60,£72,Squash = 1/5×20=4L. Cost = 4×£3.60=£14.40.,"Find the amount of squash first using the ratio, then multiply by the price per litre.",,,,,,bar_model,total=20;parts=1:1|4:4;caption=Squash costs £3.60/L
2007,225g,225,2,No,A triangle has angles in the ratio 2:3:4. Find the largest angle.,80°,40°,60°,2+3+4=9 parts. 180°÷9=20° per part. Largest = 4×20=80°.,"Add the ratio parts, divide 180° by that total, then multiply by the largest part.",,,,,,polygon_angles,shape=triangle;angles=40:2|60:3|80:4
2010,225h,225,3,Yes,"Pens:pencils = 4:3. Pen=£2, pencil=£1. Find each quantity.",12 pens and 9 pencils,16 pens and 12 pencils,4 pens and 3 pencils,"Let the multiplier be k: 4k×£2+3k×£1=£33, so 11k=33, k=3. Pens=4×3=12, pencils=3×3=9.","Write the total cost in terms of the ratio multiplier, then solve for it.",,,,,,bar_model,parts=4:£2 each|3:£1 each;caption=Total spent = £33
2013,225i,225,2,No,Two parts are in ratio 1:2. First part is x. Find an expression for the second.,2x,x+2,x/2,The ratio 1:2 means the second part is twice the first: 2×x=2x.,Multiply the first part by the second ratio number.,,,,,,bar_model,parts=1:x|2:2x
2017,226a,226,1,No,A ratio is 3:5. What fraction of the whole does the smaller part represent?,'3/8,'3/5,'5/8,Total parts = 3+5=8. Smaller part = 3/8 of the whole.,Write the smaller ratio number over the total number of parts.,,,,,,bar_model,parts=3:3|5:5
2021,226b,226,1,No,A ratio is 2:3. What percentage of the whole does the larger part represent?,60%,40%,30%,Total parts = 2+3=5. Larger part = 3/5 = 60% of the whole.,"Write the larger ratio number as a fraction of the total parts, then convert to a percentage.",,,,,,bar_model,parts=2:2|3:3
2025,226c,226,2,No,"1/3 of a class are boys, the rest are girls. Write the ratio of boys to girls.",'1:2,'1:3,'2:3,"Boys = 1/3, girls = 2/3 of the class. Ratio boys:girls = 1:2.","Find the fraction that represents the rest of the whole, then write both as a ratio.",,,,,,bar_model,parts=1:|2:;fill=0
2029,226d,226,2,No,A is 40% of B. Write the ratio A:B in its simplest form.,'2:5,'40:100,'2:3,"40% = 40/100 = 2/5, so A:B = 2:5.","Write the percentage as a fraction, then simplify it into a ratio.",,,,,,bar_model,mode=compare;bars=2:A|5:B
2033,226e,226,3,Yes,£60 is shared in the ratio 3:2. Find 25% of the larger share.,£6,£24,£15,Larger share = 2/5×£60=£24. 25% of £24 = £6.,"Find the larger share first, then take the given percentage of it.",,,,,,bar_model,total=60;parts=3:3|2:x;caption=Total = £60
2190,246b,246,1,No,What fraction is shaded?,'3/8,'3/5,'8/3,3 out of 8 equal sectors = 3/8.,Write the number of shaded sectors as a fraction of the total.,,,,,,pie_chart,"sectors=45:|45:|45:|45:|45:|45:|45:|45:;fill=0,1,2"
2191,246b,246,1,No,What fraction is shaded? Give your answer in its simplest form.,'2/5,'4/10,'10/4,4/10 simplifies to 2/5.,Simplify the fraction once you've written it.,,,,,,pie_chart,"sectors=36:|36:|36:|36:|36:|36:|36:|36:|36:|36:;fill=0,1,2,3"
2194,246c,246,2,No,Find the frequency represented by the shaded sectors.,25,5,12,Each sector = 60÷12=5. 5 sectors = 5×5=25.,"Find the value of one sector first, then scale up.",,,,,,pie_chart,"total=60;center=Total: 60;sectors=30:|30:|30:|30:|30:|30:|30:|30:|30:|30:|30:|30:;fill=0,1,2,3,4"
2195,246c,246,2,No,Find the frequency represented by the shaded sectors.,36,12,7,Each sector = 84÷7=12. 3 sectors = 3×12=36.,Divide the total by the number of sectors first.,,,,,,pie_chart,"total=84;center=Total: 84;sectors=51.43:|51.43:|51.43:|51.43:|51.43:|51.43:|51.43:;fill=0,1,2"
2198,246e,246,1,No,What fraction of the pie chart is shaded?,'1/6,'1/60,6,60/360 = 1/6.,"Divide the angle by 360, then simplify.",,,,,,pie_chart,sectors=60:60°|300:;fill=0
2199,246e,246,1,No,What fraction of the pie chart is shaded?,'1/4,90,4,90/360 = 1/4.,Simplify the fraction after dividing by 360.,,,,,,pie_chart,sectors=90:90°|270:;fill=0
2202,246f,246,2,No,Find the frequency represented by the shaded sector.,15,45,8,45/360 × 120 = 15.,"Find the fraction of the circle first, then multiply by the total.",,,,,,pie_chart,total=120;center=Total: 120;sectors=45:45°|315:;fill=0
2203,246f,246,2,No,Find the frequency represented by the shaded sector.,40,72,5,72/360 × 200 = 40.,"Divide the angle by 360 to find the fraction, then multiply by the total.",,,,,,pie_chart,total=200;center=Total: 200;sectors=72:72°|288:;fill=0
2206,246g,246,2,No,Find the angle of the shaded sector.,135°,'37.5°,15°,15/40 × 360 = 135°.,"Find the fraction of the total first, then multiply by 360.",,,,,,pie_chart,total=40;center=Total: 40;sectors=135:15 people|225:;fill=0
2207,246g,246,2,No,Find the angle of the shaded sector.,120°,'33.3°,30°,30/90 × 360 = 120°.,"Divide by the total, then multiply by 360°.",,,,,,pie_chart,total=90;center=Total: 90;sectors=120:30 people|240:;fill=0
2210,246h,246,2,No,What percentage does the shaded sector represent?,30%,108%,3.30%,108/360 × 100 = 30%.,"Divide the angle by 360, then multiply by 100.",,,,,,pie_chart,sectors=108:108°|252:;fill=0
2211,246h,246,2,No,What percentage does the shaded sector represent?,15%,54%,6.70%,54/360 × 100 = 15%.,"Convert the angle to a fraction of 360 first, then to a percentage.",,,,,,pie_chart,sectors=54:54°|306:;fill=0
2214,246i,246,1,No,Find the frequency represented by the shaded sector.,30,20,7.5,20% of 150 = 30.,Find the given percentage of the total.,,,,,,pie_chart,total=150;center=Total: 150;sectors=72:20%|288:;fill=0
2215,246i,246,2,Yes,Find the frequency represented by the shaded sector.,90,36,6.9,36% of 250 = 90.,Multiply the total by the percentage as a decimal.,,,,,,pie_chart,total=250;center=Total: 250;sectors=129.6:36%|230.4:;fill=0
2388,262a,262,1,No,What is this pair of angles called?,'Alternate angles,'Corresponding angles,'Co-interior angles,Alternate angles form a Z-shape and are equal.,Think of the letter Z.,,,,,,parallel_lines,given=TSE:65;find=BNW;reveal=true
2389,262a,262,1,No,What is this pair of angles called?,'Corresponding angles,'Alternate angles,'Co-interior angles,Corresponding angles form an F-shape and are equal.,Think of the letter F.,,,,,,parallel_lines,given=TNE:70;find=BNE;reveal=true
2390,262a,262,1,No,What is this pair of angles called?,'Co-interior angles,'Alternate angles,'Corresponding angles,Co-interior (allied) angles form a C-shape and sum to 180°.,Think of the letter C — these angles aren't equal.,,,,,,parallel_lines,given=TSE:100;find=BNE;reveal=true
2393,262b,262,2,No,Find the alternate angle to the one shown.,65°,115°,180°,Alternate angles are always equal: 65°.,Alternate angles are equal to each other.,,,,,,parallel_lines,given=TSE:65;find=BNW
2394,262b,262,2,No,Find the alternate angle to the one shown.,78°,102°,180°,Alternate angles are always equal: 78°.,Alternate angles are equal to each other.,,,,,,parallel_lines,given=TSE:78;find=BNW
2397,262c,262,2,No,Find the corresponding angle to the one shown.,72°,108°,180°,Corresponding angles are always equal: 72°.,Corresponding angles are equal to each other.,,,,,,parallel_lines,given=TNE:72;find=BNE
2398,262c,262,2,No,Find the corresponding angle to the one shown.,55°,125°,180°,Corresponding angles are always equal: 55°.,Corresponding angles are equal to each other.,,,,,,parallel_lines,given=TNE:55;find=BNE
2401,262d,262,2,No,Find the co-interior angle to the one shown.,70°,110°,290°,Co-interior angles sum to 180°: 180-110=70°.,Co-interior angles add up to 180°.,,,,,,parallel_lines,given=TSE:110;find=BNE
2402,262d,262,2,No,Find the co-interior angle to the one shown.,95°,85°,265°,Co-interior angles sum to 180°: 180-85=95°.,Co-interior angles add up to 180°.,,,,,,parallel_lines,given=TSE:85;find=BNE
2405,262e,262,3,No,Are the two lines shown parallel?,'No,'Yes,'Cannot tell,Alternate angles must be equal for lines to be parallel; 65°≠70°.,Check whether the alternate angles are actually equal.,,,,,,parallel_lines,mode=verify;given=TSE:65|BNW:70
2406,262e,262,2,No,Are the two lines shown parallel?,'Yes,'No,'Cannot tell,"Corresponding angles are equal, confirming the lines are parallel.",Equal corresponding angles confirm the lines are parallel.,,,,,,parallel_lines,mode=verify;given=TNE:58|BNE:58
2409,262f,262,2,No,Find the angle marked x.,110°,70°,290°,Co-interior angles in a parallelogram sum to 180°: 180-70=110°.,Adjacent angles in a parallelogram are co-interior and sum to 180°.,,,,,,polygon_angles,shape=parallelogram;angles=70:70°|110:x|70:|110:
2410,262f,262,1,No,Find the angle marked x.,55°,125°,180°,Opposite angles in a rhombus are equal: 55°.,Opposite angles in a rhombus/parallelogram are equal.,,,,,,polygon_angles,shape=rhombus;angles=55:55°|125:|55:x|125:
2412,262g,262,2,No,Find the angle marked x.,80°,100°,260°,Co-interior angles between the parallel sides sum to 180°: 180-100=80°.,The two angles on the same non-parallel side sum to 180°.,,,,,,polygon_angles,shape=trapezium;given=100:100°;find=80:x
2414,262i,262,3,No,Find the third angle of the triangle.,75°,105°,25°,180-40-65=75°.,"The triangle's angles still sum to 180°, using the two given angles.",,,,,,polygon_angles,"shape=triangle;angles=40:40°|65:65°|75:x;context=betweenParallels:0,1"
2429,264a,264,1,No,What bearing does this direction correspond to?,135°,045°,225°,South-East lies exactly between South (180°) and East (090°): 135°.,South-East is halfway between South and East.,,,,,,bearings,bearing=135;label=SE
2430,264a,264,1,No,What bearing does this direction correspond to?,180°,090°,270°,Due South is always written as the bearing 180°.,Bearings are always written as three digits.,,,,,,bearings,bearing=180;label=S
2431,264a,264,1,No,What bearing does this direction correspond to?,315°,225°,045°,North-West lies exactly between North (000°) and West (270°): 315°.,North-West is halfway between North and West.,,,,,,bearings,bearing=315;label=NW
2436,264b,264,2,No,The bearing of B from A is shown. Find the bearing of A from B.,250°,110°,290°,Add 180° (since 070°<180°): 070+180=250°.,Add 180° if the original bearing is less than 180°.,,,,,,bearings,bearing=070;from=A;to=B
2437,264b,264,2,No,The bearing of B from A is shown. Find the bearing of A from B.,065°,425°,155°,Subtract 180° (since 245°>180°): 245-180=065°.,Subtract 180° if the original bearing is more than 180°.,,,,,,bearings,bearing=245;from=A;to=B
2438,264b,264,2,No,The bearing of B from A is shown. Find the bearing of A from B.,310°,050°,280°,Add 180° (since 130°<180°): 130+180=310°.,Add 180° if the original bearing is less than 180°.,,,,,,bearings,bearing=130;from=A;to=B
2439,264b,264,2,No,The bearing of B from A is shown. Find the bearing of A from B.,120°,480°,240°,Subtract 180° (since 300°>180°): 300-180=120°.,Subtract 180° if the original bearing is more than 180°.,,,,,,bearings,bearing=300;from=A;to=B
2442,264d,264,3,No,"North lines at A and B are parallel, as shown. Find the bearing of A from B.",230°,130°,310°,Using co-interior angles on the parallel North lines: 050+180=230°.,"The North lines are parallel, so use co-interior/alternate angle facts.",,,,,,bearings,bearing=050;from=A;to=B;parallel=true
2443,264d,264,3,No,"North lines at A and B are parallel, as shown. Find the bearing of A from B.",275°,185°,355°,Using co-interior angles on the parallel North lines: 095+180=275°.,"The North lines are parallel, so use co-interior/alternate angle facts.",,,,,,bearings,bearing=095;from=A;to=B;parallel=true
2446,264e,264,2,No,Find the bearing of D from C.,288°,052°,232°,Add 180° (since 108°<180°): 108+180=288°.,Add 180° if the given bearing is less than 180°.,,,,,,bearings,bearing=108;from=D;to=C
2447,264e,264,2,No,Find the bearing of D from C.,262°,018°,198°,Add 180° (since 082°<180°): 082+180=262°.,Add 180° if the given bearing is less than 180°.,,,,,,bearings,bearing=082;from=D;to=C
2660,288a,288,1,Yes,Find x.,10 cm,14 cm,5.3 cm,"6^2 + 8^2 = 36 + 64 = 100. The square root of 100 is 10, so the hypotenuse is 10cm.","Square both legs, add them, then square root the total.",,,, ,"6^2 + 8^2 = 36 + 64 = 100. √100 = 10, so the hypotenuse is 10cm.",right_triangle_pythagoras,opposite=6 cm;adjacent=8 cm;hypotenuse=x
2661,288a,288,1,Yes,Find x.,13 cm,17 cm,10.9 cm,"5^2 + 12^2 = 25 + 144 = 169. The square root of 169 is 13, so the hypotenuse is 13cm.","Square both legs, add them, then square root the total.",,,, ,"5^2 + 12^2 = 25 + 144 = 169. √169 = 13, so the hypotenuse is 13cm.",right_triangle_pythagoras,opposite=5 cm;adjacent=12 cm;hypotenuse=x
